transaction_id,customer_id,product_id,order_date,order_time,amount,quantity,payment_method,shipping_address,billing_address,acquisition_channel,is_fraud,chargeback_date,device_type,ip_address,is_weekend,is_high_value,signup_date,days_since_signup,is_new_customer,shipping_billing_mismatch,fraud_prediction
TXN008550,CUST07567,PROD0293,2024-11-30,09:19:00,597.54,3,Apple Pay,"238 John Via Apt. 160, South Dylanchester, MD 52690","393 Wells Walk Suite 874, New Ashleeview, CA 54172",Organic,False,,Tablet,174.142.82.45,1,1,2024-02-16,288,0,1,1
TXN008551,CUST01251,PROD0275,2024-11-30,16:25:00,357.79,1,PayPal,"USS Young, FPO AA 25152","254 Tyler Underpass, North Heather, NY 16485",Social,False,,Desktop,204.110.101.230,1,0,2024-09-16,75,0,1,1
TXN008552,CUST02663,PROD0174,2024-11-30,21:27:00,447.12,2,PayPal,"879 Davis Garden, Jeremyfurt, MN 08345","17955 Matthew Views Apt. 182, North Adam, WA 50673",Social,False,,Desktop,202.177.188.157,1,0,2024-05-28,186,0,1,1
TXN008553,CUST09377,PROD0058,2024-11-30,21:42:00,244.36,2,PayPal,"8681 Martin Plain, Bryantport, ME 49898","262 Sabrina Harbors Suite 587, Davismouth, LA 01869",Paid Search,False,,Mobile,101.235.209.173,1,0,2024-05-14,200,0,1,1
TXN008554,CUST02606,PROD0352,2024-11-30,08:14:00,78.09,3,Debit Card,"USCGC Collins, FPO AP 30164","1816 Michael Greens, North Kristie, AL 75823",Organic,False,,Mobile,91.51.153.221,1,0,2024-08-17,105,0,1,1
TXN008555,CUST05038,PROD0303,2024-11-30,16:20:00,874.94,2,Apple Pay,"Unit 6276 Box 2010, DPO AA 01126","295 Mario Mission, New Laura, VI 25577",Paid Search,False,,Tablet,40.69.152.37,1,1,2024-01-03,332,0,1,1
TXN008556,CUST01490,PROD0355,2024-11-30,21:25:00,903.66,2,Debit Card,"1265 Trevor Mall Suite 731, Miguelmouth, MP 35873","884 Baker Dale Suite 504, Carterstad, IN 66308",Paid Search,False,,Desktop,141.3.190.163,1,1,2024-06-10,173,0,1,1
TXN008557,CUST00363,PROD0098,2024-11-30,09:51:00,466.56,1,PayPal,"Unit 0593 Box 7775, DPO AA 77120","53028 Robert Causeway, Kingborough, AL 89915",Paid Search,True,,Desktop,161.18.196.116,1,0,2024-02-12,292,0,1,1
TXN008558,CUST06838,PROD0121,2024-11-30,13:07:00,181.33,1,Apple Pay,"0271 Hall Walks, Richardburgh, MT 73453","87127 Bonnie Roads Apt. 304, South Julie, HI 80332",Email,False,,Desktop,136.151.91.79,1,0,2024-03-15,260,0,1,1
TXN008559,CUST02974,PROD0423,2024-11-30,14:16:00,671.25,3,Debit Card,"437 Tyler Pass, South Reginaldburgh, IN 65154","3622 Powell Mission, New Jessica, NC 97675",Organic,True,2025-01-22,Desktop,7.215.113.203,1,1,2024-01-24,311,0,1,1
TXN008560,CUST01798,PROD0193,2024-11-30,12:08:00,1395.45,3,PayPal,"430 Jerry Circles Apt. 487, Henryberg, NM 36212","703 James Stream, Walkerbury, GU 78701",Email,False,,Mobile,101.57.143.30,1,1,2024-03-08,267,0,1,1
TXN008561,CUST02579,PROD0089,2024-11-30,17:53:00,203.94,1,Debit Card,"5005 Prince Radial, Mortonfort, DC 83571","51743 Brian Mountains Suite 345, Stevenside, NV 37842",Organic,False,,Tablet,134.86.168.125,1,0,2024-04-27,217,0,1,1
TXN008562,CUST00364,PROD0035,2024-11-30,17:12:00,431.78,1,Credit Card,"0636 Christopher Passage Suite 550, Biancaview, ME 86487","2291 Sheila Manor Suite 080, Richardstad, MP 55247",Social,False,,Tablet,93.18.27.116,1,0,2024-02-07,297,0,1,1
TXN008563,CUST09520,PROD0478,2024-11-30,13:33:00,124.66,1,Credit Card,"867 Choi Gardens, Cummingston, MD 58033","330 Wagner Brook Apt. 095, South Ryanhaven, NM 23257",Organic,False,,Mobile,41.88.22.230,1,0,2024-02-03,301,0,1,1
TXN008564,CUST06973,PROD0195,2024-11-30,15:01:00,600.26,2,Debit Card,"61340 Edwards Union Suite 357, New Thomas, AR 46021","847 Claudia Rue, East Kathy, VT 09746",Paid Search,False,,Desktop,215.167.65.169,1,1,2024-05-03,211,0,1,1
TXN008565,CUST03887,PROD0003,2024-11-30,12:56:00,105.2,2,Credit Card,"024 Barnett Flats, Lake Aaronbury, OH 31603","519 Brittany Trail, North Jessicaport, KS 71851",Organic,False,,Mobile,15.24.116.197,1,0,2024-01-18,317,0,1,1
TXN008566,CUST00876,PROD0306,2024-11-30,07:56:00,489.39,1,Apple Pay,"PSC 3401, Box 3176, APO AA 65272","533 Michael Creek, Pagechester, DC 43159",Social,False,,Mobile,101.165.223.108,1,0,2024-01-12,323,0,1,1
TXN008567,CUST08384,PROD0180,2024-11-30,13:00:00,412.44,3,PayPal,"4363 Case Pines Suite 376, New Jessicaland, VA 49762","47201 Erin Parkways, Ayalatown, AK 46906",Social,False,,Desktop,141.249.65.4,1,0,2024-01-09,326,0,1,1
TXN008568,CUST07876,PROD0338,2024-11-30,12:18:00,108.5,2,Credit Card,"Unit 5087 Box 8828, DPO AE 98753","0809 Patrick Brook Apt. 342, Port Billy, MT 58761",Organic,True,2025-01-11,Tablet,150.119.16.205,1,0,2024-09-19,72,0,1,1
TXN008569,CUST08792,PROD0206,2024-11-30,09:12:00,440.01,3,Debit Card,"82024 Brown Common Apt. 355, Davischester, NM 96552","25775 Gray Road Suite 078, Jacobland, VI 94879",Social,True,2025-01-25,Tablet,119.108.53.54,1,0,2024-02-07,297,0,1,1
TXN008570,CUST07710,PROD0223,2024-11-30,09:46:00,907.29,3,Credit Card,"PSC 0397, Box 3397, APO AP 50051","7959 Randy Lakes, Port Joseph, SD 78856",Social,False,,Tablet,64.3.158.89,1,1,2024-01-12,323,0,1,1
TXN008571,CUST05004,PROD0057,2024-11-30,08:12:00,40.56,3,PayPal,"Unit 6005 Box 4812, DPO AE 82938","576 Matthew Haven, East Marissatown, UT 65385",Social,False,,Desktop,145.10.143.205,1,0,2024-04-25,219,0,1,1
TXN008572,CUST02638,PROD0009,2024-11-30,15:33:00,231.0,2,Apple Pay,"37747 Elizabeth Loop, West Natalieland, MP 50759","0599 Jason Cliff Suite 397, New Jennifer, ME 39225",Organic,False,,Mobile,99.204.79.16,1,0,2024-02-13,291,0,1,1
TXN008573,CUST06211,PROD0122,2024-11-30,18:42:00,357.69,3,Credit Card,"35910 Luna Road Suite 959, Lake Joshua, AL 49888","0411 Mark Well, New Lisa, NM 97757",Paid Search,False,,Mobile,210.20.204.78,1,0,2024-06-16,167,0,1,1
TXN008574,CUST07875,PROD0117,2024-11-30,09:35:00,1180.11,3,PayPal,"Unit 1154 Box 8373, DPO AE 70668","704 King Cliff Apt. 195, Monicaview, VT 36880",Organic,False,,Mobile,135.235.18.36,1,1,2024-09-10,81,0,1,1
TXN008575,CUST08270,PROD0186,2024-11-30,13:00:00,379.57,1,Debit Card,"8141 Hamilton Cliffs, East Davidchester, TX 54480","907 Nolan Drive Apt. 899, East Lisa, MH 50119",Organic,False,,Tablet,64.63.86.7,1,0,2024-08-16,106,0,1,1
TXN008576,CUST04888,PROD0393,2024-11-30,08:22:00,435.37,1,PayPal,"9387 Collins Inlet, Christophershire, KY 98790","555 Edwards Springs, East Tinaton, PW 72808",Social,False,,Desktop,60.226.68.211,1,0,2024-06-04,179,0,1,1
TXN008577,CUST05736,PROD0447,2024-11-30,15:25:00,622.7,2,Apple Pay,"7694 Heidi Parks, North Jeffrey, KY 46223","0336 Stephen Lodge Suite 109, Parkerberg, NC 87686",Email,False,,Desktop,179.232.36.179,1,1,2024-04-26,218,0,1,1
TXN008578,CUST06900,PROD0386,2024-11-30,15:20:00,438.22,2,Credit Card,"36515 Johnson Forges Apt. 554, Fergusonborough, KS 47720","9542 Kelley Groves, Stacyport, PA 48943",Social,False,,Mobile,154.248.168.102,1,0,2024-02-19,285,0,1,1
TXN008579,CUST09489,PROD0500,2024-11-30,12:05:00,431.42,2,Apple Pay,"360 Phillip Plains, West Marystad, VI 88230","Unit 7256 Box 8878, DPO AP 85586",Organic,False,,Tablet,68.76.2.112,1,0,2024-09-04,87,0,1,1
TXN008580,CUST00583,PROD0041,2024-11-30,10:43:00,422.42,1,PayPal,"965 Bentley Forks Apt. 703, West John, AL 99739","04902 Joseph Hill Apt. 559, Westbury, IN 31079",Paid Search,False,,Desktop,74.173.255.196,1,0,2024-01-10,325,0,1,1
TXN008581,CUST04878,PROD0470,2024-11-30,17:27:00,143.43,3,Apple Pay,"114 Morgan Trace Suite 458, Kellyborough, VI 94349","57792 Davis Throughway, East Angela, AR 28060",Social,False,,Tablet,80.207.200.205,1,0,2024-07-17,136,0,1,1
TXN008582,CUST02063,PROD0118,2024-11-30,13:35:00,281.46,2,Debit Card,,"38813 Sean Port, New Tracybury, GA 20029",Paid Search,False,,Mobile,67.179.19.217,1,0,2024-08-01,121,0,1,1
TXN008583,CUST03957,PROD0143,2024-11-30,10:02:00,1196.79,3,Credit Card,"1429 Amanda Grove, Corystad, VT 64271","18356 Frank Unions, West Sophiastad, MT 55183",Organic,False,,Mobile,172.175.240.71,1,1,2024-06-12,171,0,1,1
TXN008584,CUST03341,PROD0495,2024-11-30,11:12:00,1145.49,3,Credit Card,,"PSC 7317, Box 9764, APO AP 27171",Social,False,,Tablet,28.114.8.150,1,1,2024-02-11,293,0,1,1
TXN008585,CUST06698,PROD0335,2024-11-30,09:22:00,1212.21,3,PayPal,"303 Melanie Lake, South Larry, MN 66353","773 Thomas Curve, Deniseberg, NM 17464",Email,True,,Tablet,177.42.225.162,1,1,2024-04-08,236,0,1,1
TXN008586,CUST03698,PROD0096,2024-11-30,10:32:00,709.46,2,PayPal,"7228 Denise Dale Apt. 217, New Jackmouth, NE 37225","5512 Villa Inlet, North Thomasmouth, GU 84138",Paid Search,False,,Desktop,221.52.132.249,1,1,2024-06-11,172,0,1,1
TXN008587,CUST05676,PROD0174,2024-11-30,15:06:00,223.56,1,Debit Card,"USS Sullivan, FPO AP 72995","24164 Autumn Centers, Marquezport, VT 89211",Organic,False,,Desktop,207.218.136.77,1,0,2024-08-23,99,0,1,1
TXN008588,CUST07555,PROD0477,2024-11-30,14:51:00,970.2,2,PayPal,"009 Chris Bypass Suite 696, Lake Nancyburgh, AL 51910","9449 Melissa Glen, Lake Douglas, MS 17831",Email,False,,Mobile,141.162.39.50,1,1,2024-08-31,91,0,1,1
TXN008589,CUST09133,PROD0491,2024-11-30,23:54:00,398.44,2,Debit Card,"96458 Gray Way Suite 951, North Elizabeth, NJ 25315","856 Destiny Motorway, Markhaven, IL 49159",Email,False,,Desktop,139.82.14.16,1,0,2024-05-12,202,0,1,1
TXN008590,CUST06648,PROD0047,2024-11-30,16:14:00,474.01,1,Apple Pay,"590 Tracey Gateway, Sarahton, WV 08958","752 Wilson Ferry Suite 390, Martinezbury, NV 84439",Email,False,,Mobile,80.16.199.246,1,0,2024-08-04,118,0,1,1
TXN008591,CUST02334,PROD0090,2024-11-30,12:40:00,702.12,3,Debit Card,"91071 Johnson Square, West Anna, AL 06531","51109 Linda Islands Suite 679, East Maria, UT 04936",Organic,False,,Mobile,109.47.254.215,1,1,2024-07-19,134,0,1,1
TXN008592,CUST05848,PROD0052,2024-11-30,16:18:00,930.34,2,Apple Pay,"1976 Schneider Crossroad Apt. 298, Port Sarahfort, MO 75756","4687 Ingram Point, South Elizabeth, AS 48552",Social,False,,Mobile,35.62.34.8,1,1,2024-04-19,225,0,1,1
TXN008593,CUST02609,PROD0024,2024-11-30,11:20:00,413.14,2,Debit Card,"377 Moody Pass, Douglaschester, AS 90294","14043 Aaron Keys Apt. 793, Tinaberg, AL 15068",Social,False,,Mobile,93.145.194.71,1,0,2024-04-23,221,0,1,1
TXN008594,CUST03044,PROD0187,2024-11-30,09:53:00,421.22,1,Debit Card,"8554 Welch Motorway Suite 939, Nelsonmouth, DC 12640","6564 Suzanne Brook Suite 753, West Jacob, IN 63184",Paid Search,True,2025-01-04,Desktop,95.4.205.62,1,0,2024-04-10,234,0,1,1
TXN008595,CUST07176,PROD0454,2024-11-30,10:14:00,800.37,3,Debit Card,"4203 Robert Garden Suite 749, Williamsborough, WI 32929","92794 Megan Estate, Rodriguezmouth, ND 73915",Email,False,,Mobile,16.143.218.113,1,1,2024-05-20,194,0,1,1
TXN008596,CUST06361,PROD0394,2024-11-30,09:46:00,304.2,1,Apple Pay,"08526 York Run, Sarahborough, AZ 87354","33964 Michael Rue, Williamsville, ME 13200",Paid Search,False,,Tablet,61.13.156.120,1,0,2024-04-17,227,0,1,1
TXN008597,CUST09820,PROD0353,2024-11-30,11:53:00,683.7,3,Apple Pay,"254 Suzanne Course, New Charles, IA 01309","947 Hernandez Rue, Gomezshire, AK 97291",Email,True,2025-01-12,Tablet,204.250.159.244,1,1,2024-07-06,147,0,1,1
TXN008598,CUST02000,PROD0367,2024-11-30,13:00:00,17.28,1,PayPal,"64456 Mariah Wall Apt. 053, North Stephanie, LA 01985","4895 Matthew Lodge, Port Meganton, IA 70237",Email,False,,Mobile,50.97.162.247,1,0,2024-06-24,159,0,1,1
TXN008599,CUST00103,PROD0121,2024-11-30,14:08:00,181.33,1,PayPal,"84787 Benjamin Centers Suite 061, Port Desiree, NC 60580","346 Crystal Knolls Suite 173, North James, VA 78219",Email,False,,Desktop,105.158.35.200,1,0,2024-06-05,178,0,1,1
TXN008600,CUST06152,PROD0236,2024-11-30,12:04:00,120.59,1,Debit Card,"621 Mcgee Lodge, East Tammie, MT 06540","630 Robert Park Apt. 487, Christinetown, MD 55642",Paid Search,False,,Mobile,206.147.125.33,1,0,2024-06-23,160,0,1,1
TXN008601,CUST07236,PROD0128,2024-11-30,15:04:00,1100.97,3,Credit Card,"365 Morgan Shores Suite 370, Littleside, NE 58245","49369 Flores Summit Suite 926, Lawsonfort, GA 71767",Organic,False,,Tablet,157.150.66.121,1,1,2024-07-01,152,0,1,1
TXN008602,CUST05844,PROD0098,2024-11-30,18:20:00,466.56,1,Credit Card,"74589 Alvarez Glens Suite 539, Lake Brett, TN 58427","7942 Gary Square, Lake Carol, NH 22958",Organic,False,,Mobile,158.119.23.27,1,0,2024-09-21,70,0,1,1
TXN008603,CUST02847,PROD0193,2024-11-30,17:51:00,930.3,2,Debit Card,"759 Johnson Locks, Port Anthony, AR 95401","2201 Nathan Light, New Reneeport, MA 50189",Social,False,,Tablet,212.222.109.132,1,1,2024-05-05,209,0,1,1
TXN008604,CUST09640,PROD0400,2024-11-30,13:16:00,681.48,2,Credit Card,"9138 Charles Mountain Suite 919, Port Meredithchester, NE 05035","79891 Gibbs Overpass, South Micheleborough, IN 81361",Organic,False,,Tablet,166.221.95.150,1,1,2024-05-24,190,0,1,1
TXN008605,CUST03600,PROD0310,2024-11-30,15:45:00,810.81,3,PayPal,"7670 Kelly Tunnel, East Holly, CT 63812","63439 Tucker Summit, Carterborough, OH 64465",Social,False,,Mobile,184.220.230.50,1,1,2024-07-01,152,0,1,1
TXN008606,CUST03970,PROD0362,2024-11-30,14:30:00,334.53,3,Credit Card,"41762 Brown Fords, New Francisco, IN 28267","6168 Banks Port, Meghanchester, NE 91072",Social,False,,Mobile,41.35.84.179,1,0,2024-09-15,76,0,1,1
TXN008607,CUST08804,PROD0272,2024-11-30,15:06:00,329.22,3,PayPal,"6120 Mary Stravenue, Jessicatown, NH 02117","4018 Lauren Track, East Charlene, DE 32402",Social,True,2025-01-26,Desktop,37.80.254.154,1,0,2024-05-18,196,0,1,1
TXN008608,CUST02952,PROD0251,2024-11-30,14:47:00,1130.97,3,Debit Card,"USCGC Harper, FPO AA 16051","691 Ryan Prairie, Moniquechester, CO 40566",Paid Search,False,,Mobile,149.15.189.250,1,1,2024-06-15,168,0,1,1
TXN008609,CUST09700,PROD0449,2024-11-30,12:17:00,230.37,1,Debit Card,"3760 Savage Crossroad, Joneshaven, NY 09378","USNV Neal, FPO AA 95550",Social,False,,Mobile,41.70.202.143,1,0,2024-02-21,283,0,1,1
TXN008610,CUST07471,PROD0262,2024-11-30,10:50:00,484.84,1,PayPal,"8487 Raymond Islands, South Shelly, NC 93658","3360 Davis Flat, Ashleybury, MD 99469",Social,False,,Desktop,3.48.159.178,1,0,2024-08-12,110,0,1,1
TXN008611,CUST02613,PROD0427,2024-11-30,14:12:00,282.66,3,PayPal,"831 Lee Turnpike, North Joy, VA 60048","491 Conway Pass Apt. 699, Alyssaton, WY 53138",Organic,False,,Tablet,1.3.176.212,1,0,2024-03-31,244,0,1,1
TXN008612,CUST06847,PROD0124,2024-11-30,17:58:00,546.18,3,Apple Pay,"9508 Moore Neck Suite 136, Coletown, GU 93549","552 Flynn Haven Suite 954, West Brian, GU 17700",Email,False,,Desktop,3.130.230.68,1,1,2024-05-08,206,0,1,1
TXN008613,CUST08170,PROD0330,2024-11-30,10:23:00,170.09,1,Credit Card,"1702 Stephanie Passage, Lake David, MA 73417","513 Maria Island Suite 214, Wardberg, VA 06884",Paid Search,False,,Mobile,11.1.149.22,1,0,2024-01-23,312,0,1,1
TXN008614,CUST09206,PROD0214,2024-11-30,20:21:00,326.49,1,Apple Pay,"504 Wells Circle Apt. 528, West Frankstad, NJ 95516","885 Oconnor Trail, Madisonburgh, NM 14638",Email,False,,Desktop,210.212.109.144,1,0,2024-09-20,71,0,1,1
TXN008615,CUST00998,PROD0317,2024-11-30,15:31:00,313.18,2,Debit Card,"Unit 5990 Box 0284, DPO AE 17948","8435 Cassandra Passage Apt. 649, Thomaston, AS 38631",Email,False,,Mobile,162.44.32.238,1,0,2024-06-20,163,0,1,1
TXN008616,CUST02762,PROD0105,2024-11-30,13:08:00,966.57,3,Debit Card,"Unit 9107 Box 4539, DPO AA 66492","812 Dakota Island, Lake Steve, IA 55131",Social,False,,Tablet,97.201.28.242,1,1,2024-07-10,143,0,1,1
TXN008617,CUST05621,PROD0482,2024-11-30,15:02:00,966.94,2,PayPal,"340 Roberts Mission Apt. 614, South Wendy, OH 49863","83135 Christopher Ridges, Reyesbury, VI 14001",Email,False,,Desktop,4.18.162.145,1,1,2024-08-24,98,0,1,1
TXN008618,CUST04756,PROD0262,2024-11-30,15:30:00,1454.52,3,PayPal,"7967 Johnson Heights, Lake Shelleyshire, LA 29498","31142 Mccarty Wells Apt. 167, Williamport, HI 90270",Paid Search,True,2025-01-01,Tablet,100.37.109.136,1,1,2024-05-21,193,0,1,1
TXN008619,CUST01189,PROD0488,2024-11-30,15:10:00,109.88,2,PayPal,"0763 Thomas Spurs, South Keith, WI 26872","082 Ramirez Shoals, Hillchester, MI 76720",Organic,False,,Mobile,62.114.27.18,1,0,2024-02-14,290,0,1,1
TXN008620,CUST02441,PROD0176,2024-11-30,02:05:00,421.85,1,PayPal,"63408 Christine Neck, Marioville, NY 48031","70807 Audrey Villages, Port Crystalton, DE 39131",Organic,False,,Tablet,5.228.98.13,1,0,2024-09-14,77,0,1,1
TXN008621,CUST01251,PROD0448,2024-11-30,17:03:00,883.08,3,Debit Card,"USS Young, FPO AA 25152","254 Tyler Underpass, North Heather, NY 16485",Organic,False,,Tablet,144.113.157.164,1,1,2024-09-16,75,0,1,1
TXN008622,CUST02865,PROD0246,2024-11-30,18:54:00,1388.16,3,Credit Card,"710 Linda Wall, Camposland, IN 69615","109 John Island Apt. 401, North Matthew, SC 84381",Paid Search,True,2025-01-02,Desktop,2.208.224.107,1,1,2024-01-28,307,0,1,1
TXN008623,CUST07561,PROD0200,2024-11-30,18:41:00,16.2,1,Credit Card,"7458 Juan Roads, West Austinbury, AL 96037","96178 Jessica Common Suite 707, Zhangborough, AK 88664",Organic,False,,Mobile,209.90.116.108,1,0,2024-05-06,208,0,1,1
TXN008624,CUST01805,PROD0422,2024-11-30,17:59:00,45.32,1,PayPal,"76800 Moore Viaduct, Port Scottmouth, WA 81178","46226 Thomas Branch, Port Heatherfort, KY 22680",Paid Search,False,,Tablet,136.223.147.113,1,0,2024-05-18,196,0,1,1
TXN008625,CUST07768,PROD0395,2024-11-30,13:05:00,775.89,3,Credit Card,"47228 Jennifer Curve, Molinaville, CO 15117","850 Kimberly Plains, Priceville, IA 67282",Organic,False,,Mobile,141.104.217.157,1,1,2024-04-28,216,0,1,1
TXN008626,CUST06636,PROD0189,2024-11-30,13:54:00,948.8,2,Apple Pay,"84160 Richard Centers Suite 369, Sandramouth, WI 08911","7659 Washington Squares, Daisyview, VI 71338",Email,False,,Tablet,194.8.22.15,1,1,2024-04-20,224,0,1,1
TXN008627,CUST01815,PROD0125,2024-11-30,14:30:00,344.52,2,PayPal,"602 Walsh Plains Suite 118, Pearsonburgh, NH 35466","565 Lee Drives, Peterville, FL 96471",Email,False,,Desktop,13.111.183.205,1,0,2024-05-03,211,0,1,1
TXN008628,CUST05365,PROD0451,2024-11-30,06:44:00,1437.84,3,Credit Card,"230 Peterson Fords Suite 464, East Daisy, FL 93302","66394 Tammy Loop, North Carly, TN 06007",Email,False,,Mobile,12.138.204.94,1,1,2024-01-17,318,0,1,1
TXN008629,CUST08233,PROD0390,2024-11-30,09:12:00,1223.31,3,Debit Card,"25383 Miller Bypass Suite 752, Shelbyborough, OK 36311","913 Reed Ridges, Franklinton, NE 14637",Email,False,,Mobile,195.179.219.233,1,1,2024-04-26,218,0,1,1
TXN008630,CUST07552,PROD0028,2024-11-30,18:58:00,274.1,1,Apple Pay,"7571 Morgan Ville Apt. 201, Lake Brendaberg, PR 25274","7226 Caldwell Ferry, Dannytown, HI 44719",Paid Search,False,,Tablet,158.125.173.138,1,0,2024-06-30,153,0,1,1
TXN008631,CUST04296,PROD0202,2024-11-30,13:16:00,713.16,2,Credit Card,"USS Collins, FPO AA 74533","808 Reilly Circle Suite 588, Susanbury, VA 07711",Paid Search,False,,Tablet,126.111.226.143,1,1,2024-08-17,105,0,1,1
TXN008632,CUST02340,PROD0448,2024-11-30,11:10:00,588.72,2,Apple Pay,"PSC 1376, Box 8858, APO AE 20453","87952 Angela Fork Suite 379, Port Laurie, TX 30160",Social,False,,Tablet,99.154.136.102,1,1,2024-07-20,133,0,1,1
TXN008633,CUST07456,PROD0090,2024-11-30,14:30:00,702.12,3,Apple Pay,"USNS Ortega, FPO AP 23047","43402 George Overpass, East Jennifer, PA 32877",Paid Search,True,2025-01-28,Mobile,184.206.208.184,1,1,2024-06-25,158,0,1,1
TXN008634,CUST08726,PROD0126,2024-11-30,12:37:00,292.5,3,Apple Pay,"2894 Harry Center Suite 978, Michelleview, MS 80107","PSC 6701, Box 4260, APO AP 18312",Social,False,,Desktop,54.206.233.190,1,0,2024-09-01,90,0,1,1
TXN008635,CUST04917,PROD0191,2024-11-30,13:12:00,1446.69,3,Apple Pay,"58684 Jasmine Garden Suite 082, Greghaven, MS 56115","3863 Walker Burg, Deniseside, IL 03235",Organic,True,2025-01-05,Mobile,171.189.207.180,1,1,2024-06-08,175,0,1,1
TXN008636,CUST03762,PROD0123,2024-11-30,17:53:00,341.7,2,Debit Card,"931 Mahoney Lane, North Todd, PA 50826","PSC 1524, Box 9384, APO AA 86102",Social,False,,Desktop,58.184.57.116,1,0,2024-08-12,110,0,1,1
TXN008637,CUST09278,PROD0416,2024-11-30,10:51:00,354.15,3,Apple Pay,"018 Wallace Union, North Scott, MD 35567","067 Deanna Village Suite 858, Stevenfort, IL 18190",Paid Search,False,,Desktop,147.59.124.64,1,0,2024-06-07,176,0,1,1
TXN008638,CUST05675,PROD0218,2024-11-30,12:04:00,344.18,2,Credit Card,"844 Billy Manors Apt. 616, Murraybury, VI 86103","39106 Ryan Forges, Susanstad, UT 35393",Organic,False,,Desktop,92.95.174.96,1,0,2024-07-18,135,0,1,1
TXN008639,CUST02988,PROD0285,2024-11-30,18:02:00,412.07,1,Apple Pay,"8874 Day Corners, South Edward, KS 87019","245 Rivera Avenue, Lake Brianburgh, WV 18050",Email,False,,Mobile,100.228.158.160,1,0,2024-07-01,152,0,1,1
TXN008640,CUST01952,PROD0144,2024-11-30,16:39:00,665.68,2,Debit Card,"6204 Jennifer Prairie, Brianmouth, KY 09488","01283 Williams Keys, Cisneroston, FL 92108",Social,False,,Mobile,96.230.75.32,1,1,2024-03-21,254,0,1,1
TXN008641,CUST07958,PROD0065,2024-11-30,15:35:00,39.7,1,Debit Card,"3919 Chad Flat Apt. 205, East Amyview, DC 45535","117 Walker Parkways Apt. 158, West Jason, ME 92249",Paid Search,False,,Mobile,102.88.160.94,1,0,2024-08-17,105,0,1,1
TXN008642,CUST00395,PROD0233,2024-11-30,16:11:00,84.35,1,Debit Card,"352 Gonzales Pines Suite 171, Beverlyshire, NH 26641","1050 Michael Rapid, West Shaneport, KY 62316",Paid Search,False,,Desktop,46.214.47.65,1,0,2024-07-11,142,0,1,1
TXN008643,CUST08117,PROD0342,2024-11-30,08:03:00,940.74,3,Debit Card,"427 Fisher Avenue, Jeffberg, MO 78308","6765 Mcneil Drive, Jamesville, KS 81339",Organic,False,,Tablet,213.136.170.222,1,1,2024-06-03,180,0,1,1
TXN008644,CUST06290,PROD0283,2024-11-30,12:37:00,290.72,2,Credit Card,"859 Thomas Haven, Woodmouth, NJ 84609","0025 Tonya Extensions Apt. 355, South Gwendolynhaven, WV 30008",Paid Search,False,,Tablet,16.99.73.187,1,0,2024-09-09,82,0,1,1
TXN008645,CUST07348,PROD0230,2024-11-30,13:08:00,1449.27,3,PayPal,,"394 Berger Wall Suite 940, North Taylor, ID 07595",Email,False,,Tablet,221.148.64.225,1,1,2024-08-25,97,0,1,1
TXN008646,CUST00206,PROD0413,2024-11-30,07:04:00,1139.76,3,Debit Card,"137 Cox Knoll Apt. 579, South Kristie, IN 75125","788 Stewart Fields, Rhondamouth, IA 47944",Paid Search,True,2025-01-10,Mobile,185.55.74.219,1,1,2024-08-24,98,0,1,1
TXN008647,CUST03907,PROD0316,2024-11-30,19:21:00,46.19,1,Credit Card,"987 James Cape, South Melissamouth, PR 62461","440 Edwards Flats Apt. 209, Jennifershire, UT 85444",Paid Search,False,,Tablet,3.141.131.89,1,0,2024-07-22,131,0,1,1
TXN008648,CUST04780,PROD0011,2024-11-30,09:06:00,611.66,2,PayPal,"576 Woods Junctions, East Tracy, SD 44260","84005 Crawford Parkways, Roseside, VT 86505",Social,True,2025-01-04,Mobile,210.156.53.230,1,1,2024-09-10,81,0,1,1
TXN008649,CUST01875,PROD0074,2024-11-30,08:22:00,587.1,3,PayPal,"Unit 2798 Box 0818, DPO AP 13493","89468 Priscilla Underpass, Jerryside, RI 41125",Email,False,,Tablet,153.130.76.151,1,1,2024-01-21,314,0,1,1
TXN008650,CUST02808,PROD0102,2024-11-30,21:12:00,515.3,2,Debit Card,"67828 Williams Brooks Suite 154, North Johnmouth, WA 80527","7000 Rivas Viaduct Apt. 057, Martinport, PR 62267",Social,False,,Tablet,65.212.221.4,1,1,2024-01-22,313,0,1,1
TXN008651,CUST04112,PROD0276,2024-11-30,16:49:00,841.8,3,Debit Card,"7273 Anthony Camp Suite 513, Heatherfort, UT 22144","281 Warner Locks Suite 617, Lake Nicoleside, HI 29032",Email,True,2025-01-24,Tablet,37.188.63.167,1,1,2024-04-28,216,0,1,1
TXN008652,CUST01829,PROD0406,2024-11-30,20:27:00,109.92,2,PayPal,"12596 Calhoun Unions, Daltonstad, MT 13345","12534 Joshua Green, Crystaltown, PR 60518",Paid Search,False,,Tablet,222.237.208.2,1,0,2024-08-25,97,0,1,1
TXN008653,CUST09999,PROD0337,2024-11-30,14:23:00,483.96,1,Credit Card,"012 Galloway Mews Suite 225, Danfurt, FL 57105","05216 Steven Forks, Lake Scott, DE 31598",Organic,False,,Tablet,80.1.234.154,1,0,2024-07-27,126,0,1,1
